Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000188976,NOC2L,155,1.75280,20,-1.8848,71,0.45919,46,-0.4098
ENSG00000187608,ISG15,155,1.86449,34,-0.9011,48,-0.2542,44,-0.3741
ENSG00000078808,SDF4,155,1.63195,41,-0.8131,52,-0.3423,60,-0.0489
ENSG00000160087,UBE2J2,155,2.09670,16,-1.9644,65,0.65742,21,-1.4092
ENSG00000131584,ACAP3,155,0.76927,69,-0.6877,105,0.16233,101,0.05353
ENSG00000127054,INTS11,155,2.03236,31,-0.9304,41,-0.4205,41,-0.3620
ENSG00000107404,DVL1,155,1.56243,34,-1.1861,52,-0.4194,80,0.43101
ENSG00000175756,AURKAIP1,155,0.48403,74,-0.8787,142,0.47422,118,0.04377
ENSG00000221978,CCNL2,155,1.18440,74,-0.0884,77,-0.0171,44,-0.9580
ENSG00000242485,MRPL20,155,0.64241,79,-0.5810,108,0.06593,115,0.16542
ENSG00000179403,VWA1,155,1.66082,95,1.12779,12,-2.7219,34,-1.0113
ENSG00000160075,SSU72,155,0.49598,64,-1.1245,149,0.61861,118,0.05842
ENSG00000248333,CDK11B,155,1.36651,82,0.35625,41,-1.0339,54,-0.4829
ENSG00000008128,CDK11A,155,1.99204,67,0.62991,19,-1.8230,25,-1.2407
ENSG00000078369,GNB1,155,-1.3266,162,-1.5091,537,0.96299,505,0.64984
ENSG00000187730,GABRD,155,0.42663,1,-6.5803,260,2.39672,68,-0.9840
ENSG00000067606,PRKCZ,155,-0.3215,86,-1.4790,291,1.07619,208,0.17418
ENSG00000162585,FAAP20,155,2.09484,30,-0.9374,31,-0.8945,51,0.08781
ENSG00000157933,SKI,155,1.74694,38,-0.8463,34,-1.0169,75,0.50666
ENSG00000157916,RER1,155,1.65987,45,-0.5785,47,-0.4950,55,-0.1555
