Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000228794,LINC01128,126,1.83797,9,-2.3348,18,-1.4095,38,-0.2936,30,-0.6153,48,0.15454
ENSG00000188976,NOC2L,126,1.41654,23,-1.3344,23,-1.3509,59,0.09760,24,-1.3049,63,0.25424
ENSG00000188290,HES4,126,2.26239,3,-3.4301,25,-0.5914,27,-0.5335,54,0.60804,23,-0.8927
ENSG00000187608,ISG15,126,2.11327,10,-2.0356,25,-0.7020,19,-1.2226,41,0.05121,39,-0.0589
ENSG00000078808,SDF4,126,1.25352,31,-1.0412,41,-0.6171,47,-0.4470,48,-0.3628,69,0.26875
ENSG00000160087,UBE2J2,126,1.78577,10,-2.2292,19,-1.3517,50,0.16120,38,-0.3208,41,-0.2704
ENSG00000131584,ACAP3,126,0.54795,62,-0.6039,71,-0.3878,131,0.72788,41,-1.2358,84,-0.1497
ENSG00000127054,INTS11,126,1.52639,21,-1.4294,52,-0.0163,32,-0.8465,30,-0.8671,60,0.29170
ENSG00000107404,DVL1,126,1.42615,18,-1.7188,48,-0.2396,41,-0.5200,78,0.55443,49,-0.2569
ENSG00000175756,AURKAIP1,126,0.31902,39,-1.5274,60,-0.8524,45,-1.3982,187,0.99942,144,0.77484
ENSG00000221978,CCNL2,126,0.93275,64,-0.2121,99,0.51847,63,-0.2522,37,-1.0406,67,-0.1723
ENSG00000242485,MRPL20,126,0.28746,46,-1.2972,100,-0.0873,53,-1.1873,170,0.79864,135,0.55731
ENSG00000179403,VWA1,126,1.83966,43,-0.0618,123,1.79041,20,-1.3725,31,-0.5796,14,-2.0837
ENSG00000205090,TMEM240,126,2.32650,7,-2.4417,16,-1.2826,25,-0.6197,7,-2.3489,39,0.18582
ENSG00000160075,SSU72,126,0.05312,38,-1.7963,112,-0.1437,84,-0.6699,148,0.31539,169,0.78011
ENSG00000228594,FNDC10,126,2.16565,8,-2.2976,5,-2.9089,24,-0.8543,31,-0.3275,43,0.24740
ENSG00000272106,AL691432.2,126,2.70982,10,-1.7133,26,-0.2456,8,-2.2191,28,-0.1449,24,-0.5192
ENSG00000197530,MIB2,126,2.32621,14,-1.4867,13,-1.5365,29,-0.3901,27,-0.4615,29,-0.4462
ENSG00000248333,CDK11B,126,0.87007,237,2.09542,49,-0.6893,65,-0.2606,28,-1.5182,36,-1.3975
ENSG00000189339,SLC35E2B,126,2.69884,19,-0.7325,8,-2.0384,22,-0.5595,24,-0.4290,19,-0.9538
ENSG00000008128,CDK11A,126,1.69426,174,2.38902,11,-2.1710,37,-0.4852,12,-2.0760,13,-2.3202
ENSG00000215790,SLC35E2A,126,2.64688,8,-2.0638,7,-2.1589,27,-0.3116,39,0.34802,17,-1.1852
ENSG00000008130,NADK,126,2.47965,12,-1.5683,13,-1.4947,23,-0.6697,32,-0.0696,25,-0.6035
ENSG00000078369,GNB1,126,-1.5958,100,-1.9485,197,-0.9220,285,-0.3903,668,1.08342,509,0.87673
ENSG00000187730,GABRD,126,0.53321,15,-2.6961,2,-5.5344,41,-1.3747,96,0.07989,168,1.64085
ENSG00000067606,PRKCZ,126,-0.1774,57,-1.4089,83,-0.8331,120,-0.2962,185,0.45109,193,0.74100
ENSG00000162585,FAAP20,126,1.77576,30,-0.7005,38,-0.3266,33,-0.6196,67,0.59602,31,-0.8051
ENSG00000157933,SKI,126,1.41068,44,-0.3696,54,-0.0536,67,0.35175,54,-0.0585,30,-1.1827
ENSG00000157916,RER1,126,1.43735,23,-1.3480,47,-0.2664,26,-1.2682,60,0.14531,63,0.28545
ENSG00000157911,PEX10,126,2.59596,17,-0.9543,12,-1.5179,16,-1.1974,49,0.68407,18,-1.1003
ENSG00000157870,PRXL2B,126,1.40533,13,-2.2059,14,-2.1201,59,0.09717,49,-0.2074,62,0.20218
ENSG00000177133,PRDM16-DT,126,2.22271,5,-2.8743,6,-2.7916,31,-0.3473,74,1.14053,22,-1.0217
ENSG00000158109,TPRG1L,126,0.12464,23,-2.4687,27,-2.2356,83,-0.6094,108,-0.1274,201,1.41671
ENSG00000130764,LRRC47,126,1.18774,21,-1.6652,54,-0.2515,35,-0.9927,59,-0.0977,79,0.50639
ENSG00000116198,CEP104,126,1.25216,130,1.30365,70,0.23013,56,-0.1398,42,-0.5754,22,-1.8262
ENSG00000196581,AJAP1,126,1.33620,16,-1.9410,34,-0.8384,73,0.43772,17,-1.8946,61,0.11769
ENSG00000069424,KCNAB2,126,0.08989,22,-2.5524,14,-3.1706,89,-0.5204,164,0.52749,190,1.16901
ENSG00000116254,CHD5,126,-1.3153,113,-1.4828,47,-2.7797,654,1.77174,198,-0.6276,285,-0.0688
ENSG00000116251,RPL22,126,-1.7328,547,0.57110,496,0.40471,267,-0.6599,704,1.01316,361,-0.1505
ENSG00000116237,ICMT,126,2.27896,13,-1.5515,4,-3.2180,28,-0.4881,33,-0.1738,33,-0.2274
ENSG00000097021,ACOT7,126,0.54414,26,-1.9322,22,-2.1562,49,-1.0639,73,-0.3493,158,1.44945
ENSG00000171680,PLEKHG5,126,2.54786,3,-3.2106,3,-3.5620,23,-0.6538,14,-1.2716,35,0.11328
ENSG00000162408,NOL9,126,1.77214,19,-1.3858,22,-1.1624,55,0.32349,29,-0.7271,37,-0.4446
ENSG00000162413,KLHL21,126,2.35068,8,-2.2573,20,-0.8968,26,-0.5658,46,0.42869,23,-0.8559
ENSG00000007923,DNAJC11,126,1.86435,14,-1.7621,17,-1.5073,50,0.20675,40,-0.1674,35,-0.4982
ENSG00000171735,CAMTA1,126,-1.6296,183,-1.0653,211,-0.8494,452,0.42585,394,0.13898,480,0.66135
ENSG00000049245,VAMP3,126,1.89759,49,0.16900,76,0.92970,28,-0.7978,47,0.11552,14,-2.0716
ENSG00000049246,PER3,126,1.02831,71,0.05175,92,0.48161,38,-1.0338,63,-0.1404,64,-0.1595
ENSG00000116288,PARK7,126,-0.5007,64,-1.5394,93,-0.9722,92,-1.0798,305,0.96104,261,1.01683
ENSG00000142599,RERE,126,-0.4526,341,1.21810,114,-0.6129,180,0.12735,106,-0.7284,155,-0.1714
ENSG00000074800,ENO1,126,-1.5545,96,-1.9552,234,-0.6112,223,-0.7631,650,1.08431,516,0.99257
ENSG00000171612,SLC25A33,126,1.97454,5,-3.0346,24,-0.8630,25,-0.9225,54,0.41107,40,-0.1024
ENSG00000171603,CLSTN1,126,-1.9143,144,-1.7206,190,-1.3056,433,-0.0241,314,-0.5282,768,1.49012
ENSG00000178585,CTNNBIP1,126,1.97895,14,-1.6927,24,-0.8496,38,-0.2025,53,0.37509,29,-0.7481
ENSG00000162441,LZIC,126,0.99513,87,0.35409,125,0.98120,62,-0.2277,53,-0.4569,39,-1.1368
ENSG00000130939,UBE4B,126,1.55639,38,-0.5069,34,-0.6734,30,-0.9244,22,-1.3363,62,0.41288
ENSG00000054523,KIF1B,126,-2.0375,684,0.60313,686,0.60893,520,0.16629,393,-0.3075,452,-0.1124
ENSG00000142657,PGD,126,1.70191,11,-2.1544,29,-0.7843,33,-0.6640,38,-0.3905,54,0.26981
ENSG00000241563,CORT,126,2.45699,5,-2.8144,0,-5.8104,5,-2.9253,33,-0.0467,44,0.58820
ENSG00000160049,DFFA,126,0.77570,102,0.40592,111,0.54988,93,0.30836,54,-0.6173,45,-1.0894
ENSG00000120948,TARDBP,126,0.75135,95,0.27191,52,-0.6900,49,-0.8500,71,-0.1968,94,0.34232
ENSG00000116649,SRM,126,1.30551,22,-1.4912,48,-0.3268,30,-1.1496,70,0.27708,68,0.32509
ENSG00000171824,EXOSC10,126,1.50503,53,-0.0122,69,0.41283,53,-0.0124,18,-1.6767,36,-0.7693
ENSG00000198793,MTOR,126,1.92602,24,-0.8860,27,-0.7438,19,-1.3733,23,-0.9778,50,0.33123
ENSG00000116661,FBXO2,126,-0.1801,36,-2.0751,140,-0.0157,99,-0.6292,247,0.94418,175,0.48680
ENSG00000132879,FBXO44,126,0.78928,26,-1.6777,42,-0.9847,74,-0.1253,67,-0.2617,100,0.55417
ENSG00000177000,MTHFR,126,2.18027,19,-1.0478,23,-0.7790,44,0.23547,23,-0.8099,22,-1.0439
ENSG00000011021,CLCN6,126,0.71846,22,-2.0337,46,-0.9116,77,-0.1153,77,-0.1061,105,0.56223
ENSG00000116685,KIAA2013,126,2.07591,11,-1.9206,53,0.44480,27,-0.7064,20,-1.0551,33,-0.4220
ENSG00000116688,MFN2,126,0.20732,104,-0.1033,79,-0.5380,93,-0.3208,98,-0.1998,136,0.45151
ENSG00000048707,VPS13D,126,0.89327,52,-0.5531,81,0.14534,80,0.14149,72,-0.0414,59,-0.4815
ENSG00000162496,DHRS3,126,2.39772,13,-1.4833,33,-0.1001,11,-1.8413,41,0.27299,26,-0.5804
ENSG00000116731,PRDM2,126,-0.9159,296,0.44480,186,-0.3117,356,0.91456,121,-0.9869,198,-0.2805
ENSG00000189337,KAZN,126,1.01901,72,0.05401,98,0.56825,49,-0.5966,47,-0.6207,61,-0.2738
ENSG00000142634,EFHD2,126,0.78237,16,-2.4304,29,-1.5568,92,0.27960,72,-0.1479,95,0.41948
ENSG00000116138,DNAJC16,126,1.80473,20,-1.2531,24,-0.9906,34,-0.5261,28,-0.7513,48,0.12176
ENSG00000197312,DDI2,126,1.38031,34,-0.8255,74,0.44216,59,0.05518,20,-1.6041,47,-0.3983
ENSG00000116786,PLEKHM2,126,0.04135,109,-0.1944,90,-0.4880,116,-0.1131,222,0.99984,109,-0.2446
ENSG00000065526,SPEN,126,-0.9400,548,1.52747,386,0.87529,261,0.24457,82,-1.6002,134,-1.0462
ENSG00000116809,ZBTB17,126,2.50559,19,-0.8655,33,-0.0280,12,-1.6227,25,-0.4306,24,-0.6498
ENSG00000037637,FBXO42,126,2.55122,15,-1.2256,11,-1.6489,23,-0.6431,29,-0.1903,23,-0.7052
ENSG00000055070,SZRD1,126,1.99091,35,-0.2952,51,0.31147,30,-0.5938,22,-1.0042,28,-0.7968
ENSG00000159363,ATP13A2,126,0.95244,17,-2.1458,8,-3.2237,40,-1.0210,91,0.39302,108,1.00079
ENSG00000117118,SDHB,126,1.41253,17,-1.7946,28,-1.0747,20,-1.7148,69,0.35355,74,0.66225
ENSG00000117115,PADI2,126,0.87603,119,0.77844,280,2.49237,29,-1.5602,42,-0.8933,16,-2.6766
ENSG00000117154,IGSF21,126,1.27054,8,-2.9644,20,-1.7074,55,-0.1550,54,-0.1676,74,0.48283
ENSG00000159423,ALDH4A1,126,2.63964,8,-1.9630,19,-0.8123,19,-0.8393,40,0.38931,17,-1.1276
ENSG00000127481,UBR4,126,1.11697,94,0.60091,97,0.65953,79,0.36529,20,-1.7805,31,-1.4104
ENSG00000127463,EMC1,126,2.00102,16,-1.4464,32,-0.4000,18,-1.4455,47,0.18214,40,-0.1075
ENSG00000053372,MRTO4,126,1.86711,21,-1.1809,25,-0.9177,36,-0.3676,32,-0.5024,41,-0.1535
ENSG00000053371,AKR7A2,126,2.15929,22,-0.8838,34,-0.1871,21,-1.0187,39,-0.0040,28,-0.6244
ENSG00000077549,CAPZB,126,0.09309,61,-1.0454,131,0.15485,79,-0.7319,136,0.21268,154,0.59210
ENSG00000173436,MICOS10,126,-0.7978,112,-0.9810,161,-0.4203,134,-0.7807,451,1.32796,255,0.45396
ENSG00000158747,NBL1,126,0.26835,44,-1.3882,36,-1.6798,91,-0.2849,140,0.44067,145,0.71640
ENSG00000162545,CAMK2N1,126,-3.3151,738,-0.6812,912,-0.3504,962,-0.3001,1862,0.83436,1550,0.74184
ENSG00000158828,PINK1,126,-1.3613,167,-0.9350,162,-0.9805,197,-0.7560,511,0.88087,456,1.00494
ENSG00000117245,KIF17,126,2.66279,4,-2.9502,0,-8.0608,8,-2.2165,32,0.02162,35,0.24003
ENSG00000189410,SH2D5,126,2.12101,1,-5.3149,7,-2.6542,19,-1.2105,16,-1.3415,56,0.81668
ENSG00000127483,HP1BP3,126,-1.3193,483,0.83209,442,0.67686,315,0.12302,202,-0.5987,256,-0.2905
ENSG00000075151,EIF4G3,126,-1.0898,295,0.25148,278,0.14886,267,0.09517,114,-1.2437,311,0.47081
ENSG00000076864,RAP1GAP,126,0.36631,17,-2.6613,37,-1.5559,120,0.32351,54,-0.9865,145,0.87503
ENSG00000090686,USP48,126,0.30574,186,0.96813,157,0.67967,98,-0.1276,39,-1.5207,80,-0.5557
ENSG00000070831,CDC42,126,-0.3495,72,-1.2109,187,0.28172,79,-1.1758,167,0.09844,235,0.98395
ENSG00000004487,KDM1A,126,1.44728,34,-0.7487,28,-1.0342,43,-0.4488,31,-0.8704,63,0.30555
ENSG00000169641,LUZP1,126,-0.2446,63,-1.3063,105,-0.5276,179,0.37428,118,-0.3531,184,0.51813
ENSG00000125944,HNRNPR,126,-0.1110,186,0.52797,201,0.65787,117,-0.2688,89,-0.6664,127,-0.1265
ENSG00000142676,RPL11,126,-1.8677,517,0.32218,591,0.54918,289,-0.6819,770,1.01290,413,-0.0577
ENSG00000011007,ELOA,126,1.90789,51,0.26577,41,-0.0905,36,-0.3195,18,-1.3316,27,-0.8995
ENSG00000057757,PITHD1,126,0.28738,36,-1.6639,51,-1.1260,50,-1.2723,120,0.20840,173,1.25195
ENSG00000011009,LYPLA2,126,2.61053,8,-2.0465,4,-3.1521,13,-1.4933,19,-0.8050,35,0.20081
ENSG00000189266,PNRC2,126,1.16387,25,-1.4116,61,-0.0654,48,-0.5072,62,-0.0473,68,0.13432
ENSG00000188529,SRSF10,126,0.57247,57,-0.7082,142,0.77174,69,-0.4514,62,-0.5879,93,0.08587
ENSG00000001461,NIPAL3,126,-0.2306,215,0.64668,315,1.33547,137,-0.1130,68,-1.1920,105,-0.6676
ENSG00000133226,SRRM1,126,-1.8491,1556,2.48524,439,0.07554,480,0.25460,115,-1.9887,193,-1.4621
ENSG00000169504,CLIC4,126,1.02132,82,0.27734,242,2.33675,44,-0.8038,34,-1.1075,17,-2.4555
ENSG00000117614,SYF2,126,-0.0851,191,0.59990,199,0.67254,116,-0.2535,145,0.13896,102,-0.5478
ENSG00000117616,RSRP1,126,0.59100,54,-0.7741,124,0.56253,80,-0.1771,39,-1.2658,97,0.21023
ENSG00000183726,TMEM50A,126,0.95724,18,-2.0924,60,-0.2883,57,-0.4094,57,-0.3668,90,0.52233
ENSG00000204178,MACO1,126,0.94307,81,0.18231,69,-0.0788,75,0.06366,37,-1.0261,62,-0.3028
ENSG00000117643,MAN1C1,126,2.02443,10,-2.0581,0,-7.7258,33,-0.4221,24,-0.8700,49,0.37521
ENSG00000162430,SELENON,126,2.54641,15,-1.2326,10,-1.7220,34,0.07079,32,-0.0317,15,-1.4893
ENSG00000117640,MTFR1L,126,1.07723,19,-1.8823,44,-0.6540,53,-0.4307,60,-0.1777,83,0.47792
ENSG00000117632,STMN1,126,-2.5492,384,-0.8858,560,-0.2945,418,-0.8343,597,-0.1926,1185,1.50450
ENSG00000158008,EXTL1,126,1.98054,7,-2.5950,0,-8.4771,45,0.12827,30,-0.5115,42,-0.0187
ENSG00000142684,ZNF593,126,2.63896,4,-2.9223,21,-0.6257,7,-2.4360,19,-0.8312,34,0.14031
ENSG00000142669,SH3BGRL3,126,-0.0755,83,-0.7308,67,-1.0558,110,-0.3252,198,0.67196,165,0.50712
ENSG00000198830,HMGN2,126,-0.4364,156,-0.0987,269,0.80891,113,-0.6720,249,0.67417,156,-0.1347
ENSG00000117713,ARID1A,126,0.28999,77,-0.5070,221,1.27346,119,0.22653,62,-0.8437,76,-0.6718
ENSG00000142751,GPN2,126,2.35338,22,-0.7184,21,-0.8450,27,-0.4992,18,-1.0449,27,-0.5905
ENSG00000090273,NUDC,126,-0.3749,113,-0.5461,98,-0.7765,98,-0.8587,187,0.26128,239,0.99319
ENSG00000253368,TRNP1,126,1.74949,5,-3.2340,6,-2.9696,25,-1.0980,62,0.45575,58,0.48180
ENSG00000142784,WDTC1,126,2.21386,20,-0.9614,23,-0.7857,22,-0.9290,47,0.36084,27,-0.6929
ENSG00000186501,TMEM222,126,1.69159,28,-0.8457,25,-1.0421,49,0.02333,33,-0.6064,42,-0.2973
ENSG00000158195,WASF2,126,0.48454,165,0.94384,223,1.51036,84,-0.2107,58,-0.7635,36,-1.7665
ENSG00000126705,AHDC1,126,0.86397,39,-1.0471,54,-0.5318,89,0.31194,34,-1.2194,83,0.20286
ENSG00000126709,IFI6,126,0.13873,53,-1.2054,157,0.50403,117,0.02417,125,0.12081,116,-0.0070
ENSG00000009780,FAM76A,126,2.12542,25,-0.7352,27,-0.5693,39,-0.0166,20,-1.0607,26,-0.8027
ENSG00000117758,STX12,126,0.56997,57,-0.7015,123,0.52809,49,-1.0410,87,-0.0397,104,0.34885
ENSG00000117751,PPP1R8,126,2.17637,20,-1.0309,23,-0.7923,25,-0.7459,21,-0.9319,35,-0.1749
ENSG00000117748,RPA2,126,1.94024,3,-3.7805,41,-0.0911,27,-0.7933,23,-0.9403,46,0.16421
ENSG00000126698,DNAJC8,126,-0.8685,264,0.30396,260,0.28146,237,0.14364,179,-0.3240,223,0.04085
ENSG00000130770,ATP5IF1,126,-0.9289,82,-1.5853,91,-1.4223,102,-1.3725,320,0.55964,410,1.57825
ENSG00000204138,PHACTR4,126,1.06187,134,1.16985,122,1.00434,70,0.05689,21,-1.7610,22,-2.0402
ENSG00000180098,TRNAU1AP,126,2.46380,18,-0.9557,35,0.03037,21,-0.8121,23,-0.5968,20,-0.9836
ENSG00000198492,YTHDF2,126,0.78974,21,-2.0358,102,0.42384,71,-0.1836,59,-0.4560,86,0.19871
ENSG00000159023,EPB41,126,2.05851,19,-1.1811,15,-1.5247,54,0.55462,28,-0.5797,23,-1.0832
ENSG00000116350,SRSF4,126,0.21731,240,1.34135,117,0.08783,99,-0.1981,66,-0.8069,82,-0.5909
ENSG00000116353,MECR,126,2.60041,3,-3.1937,8,-2.0994,22,-0.6714,27,-0.2705,27,-0.3555
ENSG00000162512,SDC3,126,0.53298,64,-0.5748,137,0.66858,73,-0.4007,109,0.29472,80,-0.2721
ENSG00000134644,PUM1,126,-0.6429,142,-0.4578,160,-0.2742,234,0.40498,125,-0.6599,228,0.42103
ENSG00000121766,ZCCHC17,126,0.00168,148,0.26585,109,-0.2262,159,0.43966,78,-0.7641,119,-0.1291
ENSG00000121769,FABP3,126,2.17939,5,-2.8588,4,-3.3721,15,-1.5331,23,-0.7813,52,0.72198
ENSG00000162517,PEF1,126,1.43456,12,-2.2912,28,-1.0588,37,-0.7171,35,-0.7263,74,0.69670
ENSG00000084636,COL16A1,126,1.46482,54,-0.0232,112,1.23436,33,-0.8641,44,-0.3535,29,-1.1691
ENSG00000121753,ADGRB2,126,-0.0921,40,-1.8554,19,-2.9237,149,0.20440,128,-0.0669,197,0.94902
ENSG00000184007,PTP4A2,126,-1.8402,1427,2.29326,953,1.44428,283,-0.6849,188,-1.2430,164,-1.7239
ENSG00000121774,KHDRBS1,126,-0.0735,56,-1.3332,212,0.78977,105,-0.4191,122,-0.1247,155,0.35434
ENSG00000025800,KPNA6,126,0.31782,48,-1.1953,95,-0.1490,119,0.24856,67,-0.6885,121,0.33480
ENSG00000084652,TXLNA,126,2.24239,44,0.25494,42,0.18027,17,-1.3548,18,-1.1345,25,-0.8248
ENSG00000084623,EIF3I,126,0.80798,25,-1.7486,84,0.11558,37,-1.2812,89,0.21845,101,0.61192
ENSG00000116478,HDAC1,126,2.28707,59,0.78135,35,-0.0756,28,-0.4796,22,-0.7647,11,-2.1760
ENSG00000175130,MARCKSL1,126,-0.4121,238,0.62277,538,2.19854,66,-1.5183,166,0.02398,90,-1.1423
ENSG00000160058,BSDC1,126,1.01034,34,-1.1213,79,0.20181,57,-0.3579,43,-0.7542,77,0.21685
ENSG00000160062,ZBTB8A,126,2.66653,32,0.01292,3,-3.4860,36,0.27627,18,-0.8284,10,-1.9919
ENSG00000176261,ZBTB8OS,126,2.17518,15,-1.4159,29,-0.4493,12,-1.8528,35,-0.1402,39,0.01322
ENSG00000162521,RBBP4,126,0.30807,113,0.12527,105,0.01252,91,-0.2567,97,-0.1150,106,0.02742
ENSG00000134684,YARS,126,0.76396,28,-1.6161,20,-2.1085,53,-0.7206,71,-0.1880,123,1.06299
ENSG00000160097,FNDC5,126,2.42284,7,-2.3457,7,-2.3357,10,-1.9432,36,0.05551,38,0.20992
ENSG00000121905,HPCA,126,0.38457,12,-3.1900,13,-3.0524,67,-0.7126,75,-0.4576,180,1.58176
ENSG00000121900,TMEM54,126,1.82847,22,-1.1171,42,-0.1295,18,-1.5608,83,1.02668,33,-0.6296
ENSG00000004455,AK2,126,1.93389,27,-0.7123,98,1.41547,10,-2.4039,35,-0.3180,27,-0.8814
ENSG00000160094,ZNF362,126,2.33607,16,-1.2188,21,-0.8326,33,-0.1657,10,-1.8496,28,-0.5090
ENSG00000134686,PHC2,126,1.64695,41,-0.3137,58,0.26157,36,-0.5730,42,-0.2488,36,-0.6576
ENSG00000163866,SMIM12,126,1.78444,11,-2.1296,18,-1.4105,35,-0.4845,35,-0.4515,52,0.25067
ENSG00000116544,DLGAP3,126,1.60393,7,-2.8353,7,-2.8612,61,0.34044,54,0.10749,46,-0.1800
ENSG00000163867,ZMYM6,126,2.54123,18,-0.9649,10,-1.7380,23,-0.6305,33,0.01476,21,-0.8717
ENSG00000116560,SFPQ,126,-1.7063,1079,1.87366,441,0.23737,461,0.36322,195,-1.0472,222,-1.0480
ENSG00000146463,ZMYM4,126,1.00378,49,-0.5417,65,-0.1019,78,0.20733,75,0.10943,52,-0.5902
ENSG00000142687,KIAA0319L,126,0.88365,55,-0.4853,58,-0.3995,86,0.26669,45,-0.7871,72,-0.0826
ENSG00000020129,NCDN,126,-1.0726,44,-2.6337,53,-2.3725,141,-0.9967,155,-0.7610,532,2.26840
ENSG00000126067,PSMB2,126,0.80869,35,-1.2214,117,0.67860,47,-0.8718,62,-0.3702,89,0.29102
ENSG00000142686,C1orf216,126,1.16969,16,-2.1023,6,-3.4977,28,-1.3741,36,-0.8725,111,1.45439
ENSG00000092847,AGO1,126,1.30632,48,-0.3407,78,0.45945,59,0.00334,41,-0.5771,40,-0.7642
ENSG00000126070,AGO3,126,0.64811,95,0.17767,152,0.97305,93,0.16000,24,-1.9460,62,-0.6480
ENSG00000054116,TRAPPC3,126,1.90211,13,-1.8062,17,-1.4824,24,-1.0317,44,0.02038,48,0.22668
ENSG00000116871,MAP7D1,126,-0.4630,217,0.41417,195,0.23485,130,-0.4648,130,-0.4183,197,0.34736
ENSG00000054118,THRAP3,126,-0.5916,236,0.41460,261,0.58742,209,0.24808,106,-0.8598,168,-0.1904
ENSG00000181817,LSM10,126,2.41341,3,-3.3547,14,-1.4345,6,-2.7583,40,0.22459,39,0.26942
ENSG00000116898,MRPS15,126,1.75892,5,-3.1963,22,-1.1898,35,-0.5270,50,0.09003,50,0.13484
ENSG00000163875,MEAF6,126,0.46845,33,-1.6188,40,-1.3195,50,-1.1058,92,-0.0491,154,1.23577
ENSG00000134697,GNL2,126,2.41082,42,0.31165,17,-1.0928,22,-0.8079,18,-0.9798,22,-0.9016
ENSG00000197982,C1orf122,126,-0.2890,102,-0.6280,243,0.79666,92,-0.8612,299,1.16562,136,-0.2288
ENSG00000188786,MTF1,126,2.27268,35,-0.1049,49,0.48020,15,-1.4939,6,-2.5611,28,-0.5241
ENSG00000183431,SF3A3,126,1.63656,26,-0.9869,44,-0.1807,32,-0.7944,35,-0.5555,51,0.05367
ENSG00000183520,UTP11,126,1.98704,21,-1.0532,11,-2.0328,39,-0.1413,34,-0.3156,36,-0.3256
ENSG00000116954,RRAGC,126,1.27580,23,-1.4643,86,0.59665,38,-0.8045,28,-1.2002,67,0.25172
ENSG00000174574,AKIRIN1,126,0.47097,54,-0.8716,135,0.58631,79,-0.3220,70,-0.4894,103,0.18601
ENSG00000168653,NDUFS5,126,-1.6104,114,-1.7564,212,-0.8243,175,-1.2267,653,1.02607,587,1.27408
ENSG00000127603,MACF1,126,-2.3477,1263,1.32879,1118,1.10260,743,0.45458,338,-0.8719,317,-1.1862
ENSG00000090621,PABPC4,126,0.39060,119,0.29803,133,0.48367,115,0.27282,72,-0.5096,71,-0.6638
ENSG00000116983,HPCAL4,126,-0.9190,119,-1.0050,103,-1.2344,342,0.82133,242,0.10808,255,0.26117
ENSG00000084072,PPIE,126,2.24056,8,-2.3418,32,-0.2663,16,-1.4263,23,-0.7542,39,0.07735
ENSG00000131236,CAP1,126,-0.1425,76,-0.9372,207,0.67378,128,-0.1385,107,-0.4073,157,0.28478
ENSG00000131238,PPT1,126,0.32212,23,-2.2883,74,-0.5258,50,-1.2398,130,0.37166,160,1.07434
ENSG00000117000,RLF,126,1.66278,25,-1.0650,65,0.45247,55,0.19706,24,-1.1345,31,-0.8819
ENSG00000084073,ZMPSTE24,126,1.78285,20,-1.2751,54,0.26223,17,-1.6178,44,-0.0886,46,-0.0256
ENSG00000049089,COL9A2,126,2.34050,59,0.81913,83,1.46757,17,-1.2722,13,-1.5637,3,-4.0962
ENSG00000084070,SMAP2,126,0.13564,74,-0.7146,91,-0.3897,104,-0.2027,81,-0.5715,155,0.68077
ENSG00000117016,RIMS3,126,-0.0154,12,-3.4615,7,-4.3053,88,-0.6526,191,0.67219,212,1.30433
ENSG00000066136,NFYC,126,2.02823,17,-1.3460,9,-2.2375,33,-0.4044,26,-0.7039,42,0.04828
ENSG00000127124,HIVEP3,126,2.12194,17,-1.3238,21,-0.9714,42,0.12458,30,-0.4147,26,-0.8521
ENSG00000198815,FOXJ3,126,1.55984,15,-1.8987,36,-0.5846,35,-0.6935,38,-0.4798,61,0.34823
ENSG00000177181,RIMKLA,126,1.93183,9,-2.3263,7,-2.6857,24,-0.9909,33,-0.3989,55,0.54278
ENSG00000127125,PPCS,126,1.46557,35,-0.6995,58,0.09870,47,-0.2698,60,0.16660,39,-0.6689
ENSG00000186409,CCDC30,126,1.01795,84,0.31312,56,-0.3244,87,0.43250,21,-1.7958,54,-0.5106
ENSG00000065978,YBX1,126,0.16350,167,0.62818,230,1.20021,84,-0.5467,160,0.55889,59,-1.2566
ENSG00000164008,C1orf50,126,2.62090,21,-0.6487,31,-0.0367,12,-1.5818,20,-0.7369,21,-0.7763
ENSG00000177868,SVBP,126,1.92971,17,-1.4534,32,-0.4571,32,-0.5103,36,-0.3076,38,-0.2813
ENSG00000117394,SLC2A1,126,1.62680,15,-1.8641,23,-1.1728,63,0.44657,59,0.26065,34,-0.7821
ENSG00000117395,EBNA1BP2,126,1.36029,33,-0.8788,25,-1.2660,25,-1.3976,51,-0.1860,77,0.69395
ENSG00000179178,TMEM125,126,2.29248,55,0.68680,124,2.26030,5,-3.0596,3,-3.5193,3,-3.8187
ENSG00000066322,ELOVL1,126,1.98118,28,-0.6324,149,2.36019,13,-1.9041,22,-1.0041,9,-2.6361
