Feature ID,Feature Name,Feature count topic 1to7,Feature log2 fold change topic 1to7,Feature count topic 8to12,Feature log2 fold change topic 8to12
ENSG00000228794,LINC01128,41,0.17490,37,-0.1749
ENSG00000188976,NOC2L,52,0.27596,42,-0.2759
ENSG00000188290,HES4,19,-1.2359,46,1.23596
ENSG00000187608,ISG15,27,0.19367,24,-0.1936
ENSG00000188157,AGRN,18,-0.1403,20,0.14031
ENSG00000078808,SDF4,54,-0.0421,56,0.04212
ENSG00000176022,B3GALT6,19,-0.1688,21,0.16883
ENSG00000160087,UBE2J2,30,-0.3400,38,0.34001
ENSG00000131584,ACAP3,50,-0.6217,78,0.62179
ENSG00000127054,INTS11,37,0.14206,34,-0.1420
ENSG00000224051,CPTP,22,0.24423,19,-0.2442
ENSG00000107404,DVL1,29,-1.2260,68,1.22604
ENSG00000175756,AURKAIP1,191,-0.1504,212,0.15043
ENSG00000221978,CCNL2,61,0.20644,53,-0.2064
ENSG00000242485,MRPL20,164,-0.0537,170,0.05375
ENSG00000235098,ANKRD65,24,-0.6393,38,0.63930
ENSG00000197785,ATAD3A,17,0.23307,14,-0.2330
ENSG00000205090,TMEM240,25,-0.0143,25,0.01431
ENSG00000160075,SSU72,160,-0.1470,177,0.14709
ENSG00000228594,FNDC10,30,-0.1416,33,0.14164
ENSG00000272106,AL691432.2,11,-1.1138,24,1.11380
ENSG00000197530,MIB2,29,-0.5269,42,0.52696
ENSG00000248333,CDK11B,54,0.64543,35,-0.6454
ENSG00000189339,SLC35E2B,11,-0.5202,15,0.52022
ENSG00000008128,CDK11A,21,0.07570,20,-0.0757
ENSG00000215790,SLC35E2A,17,-0.3320,22,0.33201
ENSG00000008130,NADK,20,-0.4081,26,0.40815
ENSG00000078369,GNB1,439,-0.5284,633,0.52841
ENSG00000187730,GABRD,206,0.32518,164,-0.3251
ENSG00000067606,PRKCZ,193,-0.2842,235,0.28429
ENSG00000162585,FAAP20,25,-0.9062,47,0.90621
ENSG00000157933,SKI,16,-0.5173,23,0.51730
ENSG00000157916,RER1,59,-0.0605,62,0.06052
ENSG00000157911,PEX10,19,-0.4699,26,0.46999
ENSG00000157881,PANK4,12,-0.1455,14,0.14558
ENSG00000157870,PRXL2B,41,0.17534,36,-0.1753
ENSG00000158109,TPRG1L,207,0.00574,207,-0.0057
ENSG00000116213,WRAP73,13,0.16570,11,-0.1657
ENSG00000130764,LRRC47,74,-0.0756,78,0.07563
ENSG00000116198,CEP104,27,0.06890,26,-0.0689
ENSG00000198912,C1orf174,14,-0.1576,15,0.15767
ENSG00000196581,AJAP1,33,-0.1211,36,0.12113
ENSG00000069424,KCNAB2,224,-0.0387,230,0.03874
ENSG00000116254,CHD5,231,0.16120,207,-0.1612
ENSG00000116251,RPL22,420,-0.7655,714,0.76550
ENSG00000116237,ICMT,46,0.36196,35,-0.3619
ENSG00000097021,ACOT7,316,0.69964,194,-0.6996
ENSG00000215788,TNFRSF25,17,0.09909,16,-0.0990
ENSG00000171680,PLEKHG5,24,0.44395,18,-0.4439
ENSG00000162408,NOL9,18,-0.5410,26,0.54100
ENSG00000162413,KLHL21,26,0.02489,25,-0.0248
ENSG00000041988,THAP3,15,-0.5670,22,0.56703
ENSG00000007923,DNAJC11,28,-0.2499,33,0.24997
ENSG00000171735,CAMTA1,385,0.20072,335,-0.2007
ENSG00000049245,VAMP3,10,-0.9881,20,0.98816
ENSG00000049246,PER3,25,-0.7520,43,0.75202
ENSG00000116288,PARK7,392,0.04080,381,-0.0408
ENSG00000116285,ERRFI1,27,0.16674,24,-0.1667
ENSG00000162426,SLC45A1,40,0.86098,22,-0.8609
ENSG00000142599,RERE,99,-0.2310,116,0.23101
ENSG00000074800,ENO1,506,0.27255,419,-0.2725
