Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000228794,LINC01128,8,-2.2275,37,0.05458,47,0.68570,30,-0.2979,33,-0.1904
ENSG00000188976,NOC2L,13,-1.6874,53,0.39735,52,0.63426,27,-0.6394,36,-0.2577
ENSG00000188290,HES4,15,-1.9619,96,0.90556,56,0.01156,24,-1.2955,66,0.35937
ENSG00000187608,ISG15,31,-0.2037,51,0.56706,34,-0.1237,21,-0.8304,40,0.21540
ENSG00000188157,AGRN,15,-0.5533,19,-0.1657,28,0.73652,9,-1.2177,19,-0.2297
ENSG00000078808,SDF4,46,-0.2739,77,0.56694,63,0.37941,26,-1.1079,47,-0.2788
ENSG00000176022,B3GALT6,3,-2.6399,22,0.17540,21,0.14751,13,-0.6377,25,0.51350
ENSG00000160087,UBE2J2,23,-0.7228,55,0.67006,48,0.77557,11,-1.7241,27,-0.5937
ENSG00000131584,ACAP3,37,-0.8028,70,0.21014,81,0.72382,12,-2.3980,58,-0.1291
ENSG00000127054,INTS11,28,-0.4028,69,1.03804,39,0.12742,16,-1.2666,33,-0.2038
ENSG00000224051,CPTP,6,-1.4929,22,0.48397,21,0.58832,7,-1.3719,16,-0.0990
ENSG00000107404,DVL1,26,-0.9623,26,-0.9899,48,-0.0487,27,-0.9058,72,0.90466
ENSG00000175756,AURKAIP1,88,-0.9312,200,0.35704,169,0.12656,98,-0.7652,181,0.25109
ENSG00000221978,CCNL2,47,-0.0350,47,-0.0083,59,0.55858,9,-2.5264,46,-0.0810
ENSG00000242485,MRPL20,93,-0.8137,173,0.16077,145,-0.1829,103,-0.6540,206,0.60200
ENSG00000179403,VWA1,86,1.97969,51,0.99519,17,-1.0314,10,-1.4705,21,-0.5249
ENSG00000205090,TMEM240,2,-3.1740,17,-0.5117,35,1.14366,6,-1.9063,23,-0.0614
ENSG00000160075,SSU72,63,-1.1395,140,0.10137,137,0.09836,97,-0.4873,156,0.36453
ENSG00000228594,FNDC10,2,-3.5339,27,0.13402,20,-0.4560,32,0.41472,36,0.79083
ENSG00000272106,AL691432.2,8,-1.2063,35,1.09653,17,-0.1723,6,-1.6850,21,0.37336
ENSG00000197530,MIB2,9,-1.9192,40,0.40718,38,0.52003,5,-2.7271,35,0.25120
ENSG00000248333,CDK11B,71,1.23412,23,-0.6262,28,-0.4087,44,0.41318,30,-0.2683
ENSG00000189339,SLC35E2B,14,-0.8146,21,-0.1670,25,0.20827,23,-0.0341,25,0.11862
ENSG00000008130,NADK,15,-0.6699,30,0.37879,21,-0.2386,27,0.20547,27,0.22594
ENSG00000078369,GNB1,204,-1.4101,435,-0.2484,452,-0.2770,588,0.23215,686,0.66130
ENSG00000187730,GABRD,1,-5.9922,44,-1.3681,147,0.87412,91,-0.2557,115,0.14758
ENSG00000067606,PRKCZ,45,-1.9008,77,-1.0820,189,0.49936,114,-0.4855,188,0.40821
ENSG00000162585,FAAP20,27,-0.1839,45,0.63384,24,-0.5094,11,-1.5715,42,0.69051
ENSG00000157933,SKI,34,0.46289,3,-2.9231,18,-0.7586,34,0.50051,37,0.84083
ENSG00000157916,RER1,42,-0.5624,99,0.82754,70,0.39343,29,-1.0849,49,-0.3726
ENSG00000157911,PEX10,27,0.35537,25,0.27674,15,-0.6991,12,-0.8602,29,0.68617
ENSG00000197921,HES5,0,-7.8157,131,3.15448,13,-1.4284,8,-1.6845,23,-0.2106
ENSG00000157870,PRXL2B,16,-1.1783,33,-0.0787,36,0.07516,23,-0.6229,44,0.50478
ENSG00000177133,PRDM16-DT,7,-1.9053,108,2.75761,6,-2.4718,20,-0.3153,29,0.34767
ENSG00000158109,TPRG1L,26,-2.7850,125,-0.4288,205,0.57832,175,0.10422,165,0.01608
ENSG00000130764,LRRC47,46,-0.6247,66,-0.0397,87,0.63588,42,-0.7451,60,-0.2549
ENSG00000116198,CEP104,104,1.99100,27,-0.3412,21,-1.0124,32,-0.0546,30,-0.2274
ENSG00000196581,AJAP1,15,-1.4264,19,-1.0770,51,0.70440,35,-0.1501,39,-0.0098
ENSG00000069424,KCNAB2,10,-4.0572,112,-0.4755,179,0.42356,105,-0.5792,191,0.50441
ENSG00000116254,CHD5,21,-3.1044,60,-1.5807,209,0.57125,300,0.96819,154,-0.1743
ENSG00000116251,RPL22,899,0.94265,459,-0.1706,335,-0.9053,481,-0.0954,643,0.50059
ENSG00000116237,ICMT,12,-1.8227,35,-0.2057,48,0.49045,33,-0.2878,42,0.09909
ENSG00000097021,ACOT7,10,-4.0922,161,-0.0737,247,1.08632,92,-0.9372,144,-0.3078
ENSG00000215788,TNFRSF25,1,-3.5893,5,-1.6272,28,1.77015,0,-5.4515,14,-0.2937
ENSG00000171680,PLEKHG5,0,-6.3832,9,-0.9698,18,0.13353,13,-0.4108,26,0.90634
ENSG00000162408,NOL9,19,-0.3404,20,-0.2832,25,0.10177,21,-0.2160,26,0.20924
ENSG00000162413,KLHL21,40,0.61147,41,0.63353,25,-0.1942,10,-1.5786,28,0.02614
ENSG00000041988,THAP3,13,-0.4619,7,-1.3931,24,0.90526,5,-1.8590,17,-0.0015
ENSG00000007923,DNAJC11,11,-1.4050,28,-0.0609,36,0.56367,8,-1.8479,33,0.24756
ENSG00000171735,CAMTA1,174,-1.2146,335,-0.2068,417,0.21829,671,0.94185,323,-0.3334
ENSG00000049245,VAMP3,112,2.31449,41,0.45912,15,-1.4210,13,-1.2777,28,-0.2244
ENSG00000049246,PER3,72,0.77408,85,1.04740,38,-0.3576,41,-0.1491,33,-0.6013
ENSG00000116288,PARK7,199,-0.7430,366,0.21670,349,0.21492,177,-0.9203,354,0.21185
ENSG00000116285,ERRFI1,15,-0.9032,54,1.10276,32,0.30558,20,-0.5329,21,-0.5354
ENSG00000162426,SLC45A1,4,-2.4968,23,-0.0256,33,0.91981,12,-1.0117,21,-0.1958
ENSG00000142599,RERE,150,0.44519,107,-0.1007,109,-0.1044,179,0.73414,90,-0.4726
