Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4to10,Feature log2 fold change topic 4to10
ENSG00000228794,LINC01128,10,-1.7284,34,1.72844
ENSG00000188976,NOC2L,24,-0.8212,43,0.82129
ENSG00000188290,HES4,21,-0.9874,43,0.98747
ENSG00000187608,ISG15,38,0.29956,31,-0.2995
ENSG00000188157,AGRN,23,0.03792,23,-0.0379
ENSG00000078808,SDF4,56,-0.2894,68,0.28943
ENSG00000160087,UBE2J2,26,-0.6704,41,0.67045
ENSG00000131584,ACAP3,54,-0.7803,93,0.78039
ENSG00000127054,INTS11,39,-0.1661,43,0.16617
ENSG00000107404,DVL1,33,-1.1931,77,1.19318
ENSG00000175756,AURKAIP1,98,-0.5300,142,0.53002
ENSG00000221978,CCNL2,67,0.49782,47,-0.4978
ENSG00000242485,MRPL20,99,-0.3931,130,0.39314
ENSG00000235098,ANKRD65,28,0.84455,16,-0.8445
ENSG00000179403,VWA1,147,2.85904,20,-2.8590
ENSG00000205090,TMEM240,7,-1.6712,24,1.67123
ENSG00000160075,SSU72,61,-1.2698,148,1.26985
ENSG00000228594,FNDC10,7,-1.9506,28,1.95060
ENSG00000197530,MIB2,23,-0.7170,38,0.71704
ENSG00000248333,CDK11B,65,0.83003,36,-0.8300
ENSG00000008128,CDK11A,43,1.02079,21,-1.0207
ENSG00000008130,NADK,16,-0.5578,23,0.55786
ENSG00000078369,GNB1,211,-1.5196,606,1.51964
ENSG00000187730,GABRD,4,-5.0341,135,5.03413
ENSG00000067606,PRKCZ,71,-1.5814,213,1.58143
ENSG00000162585,FAAP20,45,0.23628,38,-0.2362
ENSG00000157933,SKI,33,-0.2819,40,0.28194
ENSG00000157916,RER1,55,0.14342,50,-0.1434
ENSG00000157911,PEX10,32,0.29676,26,-0.2967
ENSG00000157870,PRXL2B,13,-1.9935,52,1.99354
ENSG00000177133,PRDM16-DT,9,-1.8726,35,1.87260
ENSG00000158109,TPRG1L,26,-2.9414,202,2.94146
ENSG00000130764,LRRC47,46,-0.5877,70,0.58776
ENSG00000116198,CEP104,76,1.22917,32,-1.2291
ENSG00000196581,AJAP1,24,-1.0225,50,1.02252
ENSG00000069424,KCNAB2,13,-3.7850,192,3.78506
ENSG00000116254,CHD5,24,-3.4851,272,3.48517
ENSG00000116251,RPL22,870,0.65969,550,-0.6596
ENSG00000116237,ICMT,21,-0.6536,33,0.65363
ENSG00000097021,ACOT7,31,-2.3104,158,2.31047
ENSG00000171680,PLEKHG5,2,-3.9649,34,3.96493
ENSG00000162408,NOL9,18,-0.5032,26,0.50320
ENSG00000162413,KLHL21,21,-0.5323,31,0.53238
ENSG00000007923,DNAJC11,15,-1.2934,38,1.29341
ENSG00000171735,CAMTA1,166,-1.5076,474,1.50765
ENSG00000049245,VAMP3,169,2.45081,31,-2.4508
ENSG00000049246,PER3,73,0.95748,37,-0.9574
ENSG00000116288,PARK7,205,-0.4268,276,0.42684
ENSG00000116285,ERRFI1,10,-1.2610,25,1.26106
ENSG00000162426,SLC45A1,5,-2.5336,32,2.53366
ENSG00000142599,RERE,124,-0.2449,147,0.24497
ENSG00000074800,ENO1,342,-0.5986,518,0.59869
ENSG00000171612,SLC25A33,22,-0.4815,31,0.48156
ENSG00000171603,CLSTN1,159,-2.1479,706,2.14798
ENSG00000178585,CTNNBIP1,37,-0.4265,49,0.42655
ENSG00000162441,LZIC,122,1.20727,53,-1.2072
ENSG00000162444,RBP7,67,4.01163,4,-4.0116
ENSG00000130939,UBE4B,45,0.32105,36,-0.3210
ENSG00000054523,KIF1B,552,0.17355,490,-0.1735
ENSG00000142657,PGD,35,-0.7118,58,0.71186
ENSG00000160049,DFFA,96,0.66714,60,-0.6671
ENSG00000120948,TARDBP,93,0.24143,79,-0.2414
ENSG00000116649,SRM,34,-0.5080,48,0.50802
ENSG00000171824,EXOSC10,44,0.60342,29,-0.6034
