Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6to9,Feature log2 fold change topic 6to9
ENSG00000228794,LINC01128,8,-2.2898,20,-0.9621,34,-0.1400,50,0.92288
ENSG00000188976,NOC2L,31,-0.9675,25,-1.2845,70,0.45639,62,0.23077
ENSG00000188290,HES4,8,-2.5380,54,0.21992,70,0.97690,37,-0.5341
ENSG00000187608,ISG15,22,-0.7630,64,1.01437,44,0.47762,25,-0.7698
ENSG00000188157,AGRN,20,-0.1086,25,0.22776,20,-0.1569,22,0.08368
ENSG00000078808,SDF4,47,-0.6359,71,0.02397,86,0.46388,64,-0.2352
ENSG00000176022,B3GALT6,12,-1.1850,21,-0.2833,28,0.26799,27,0.20031
ENSG00000160087,UBE2J2,46,0.12309,63,0.65322,32,-0.5976,45,0.13434
ENSG00000131584,ACAP3,131,0.68391,72,-0.3034,76,-0.2662,87,0.01573
ENSG00000127054,INTS11,48,-0.0111,35,-0.4918,58,0.41807,44,-0.2179
ENSG00000107404,DVL1,43,-0.1381,79,0.89798,44,-0.0958,41,-0.3213
ENSG00000175756,AURKAIP1,62,-1.3864,165,0.12541,216,0.84086,124,-0.4961
ENSG00000221978,CCNL2,100,0.67677,47,-0.5322,59,-0.2288,68,0.06062
ENSG00000242485,MRPL20,112,-0.4801,148,-0.0388,205,0.71456,122,-0.5170
ENSG00000235098,ANKRD65,18,-0.7561,28,-0.0507,41,0.85445,23,-0.5800
ENSG00000179403,VWA1,176,3.56283,46,0.56945,16,-1.2880,5,-3.2562
ENSG00000205090,TMEM240,32,0.23214,17,-0.7331,34,0.46485,25,-0.3008
ENSG00000160075,SSU72,100,-0.6008,133,-0.1411,186,0.56966,130,-0.2867
ENSG00000228594,FNDC10,17,-1.1089,21,-0.8063,43,0.38470,39,0.22694
ENSG00000197530,MIB2,39,0.24303,44,0.46810,33,-0.0198,29,-0.3026
ENSG00000248333,CDK11B,76,1.45223,28,-0.2549,22,-0.8165,32,-0.0894
ENSG00000215790,SLC35E2A,10,-1.5334,44,0.83736,25,-0.1721,28,0.14094
ENSG00000008130,NADK,17,-0.5420,31,0.40786,27,0.27491,22,-0.2524
ENSG00000078369,GNB1,168,-1.6269,595,0.35347,589,0.46649,448,-0.1745
ENSG00000187730,GABRD,42,-2.4474,84,-1.4305,265,0.52924,244,0.40353
ENSG00000067606,PRKCZ,178,-0.2622,157,-0.4642,253,0.41979,199,-0.1334
ENSG00000162585,FAAP20,42,0.41074,52,0.79585,50,1.05912,12,-1.9764
ENSG00000157933,SKI,32,-0.3688,69,0.89852,36,-0.2351,38,-0.1164
ENSG00000157916,RER1,50,-0.2733,60,0.03258,61,0.08662,59,0.00968
ENSG00000157870,PRXL2B,15,-1.6871,49,0.12506,51,0.24693,48,0.15022
ENSG00000158109,TPRG1L,79,-1.6040,176,-0.3799,254,0.27859,249,0.29501
ENSG00000130764,LRRC47,65,-0.5302,68,-0.4774,114,0.50675,87,-0.1283
ENSG00000116198,CEP104,110,2.05678,24,-0.6057,22,-0.9483,30,-0.4078
ENSG00000196581,AJAP1,38,-0.5747,21,-1.4372,52,-0.0804,68,0.65460
ENSG00000069424,KCNAB2,41,-2.3289,214,0.18405,211,0.22845,207,0.21786
ENSG00000116254,CHD5,251,-0.1756,197,-0.5563,192,-0.7588,374,0.87043
ENSG00000116251,RPL22,492,0.09623,844,1.01956,483,0.08992,347,-0.6826
ENSG00000116237,ICMT,16,-1.4454,27,-0.6519,49,0.42131,44,0.21443
ENSG00000097021,ACOT7,81,-1.6434,92,-1.4422,292,0.50794,264,0.33348
ENSG00000215788,TNFRSF25,16,-0.7828,17,-0.7110,30,0.24234,29,0.26235
ENSG00000171680,PLEKHG5,2,-3.8192,23,-0.2403,32,0.42699,30,0.28465
ENSG00000162408,NOL9,52,0.61606,32,-0.1807,38,0.15049,31,-0.3660
ENSG00000162413,KLHL21,31,-0.0729,36,0.14054,43,0.63253,24,-0.6606
ENSG00000007923,DNAJC11,47,0.15832,19,-1.2088,42,-0.0016,47,0.28268
ENSG00000171735,CAMTA1,280,-0.7054,310,-0.5503,428,-0.0481,516,0.46162
ENSG00000049245,VAMP3,79,2.08609,50,1.17575,17,-0.7639,11,-1.6280
ENSG00000049246,PER3,70,0.79730,51,0.26492,41,-0.1045,37,-0.4241
ENSG00000116288,PARK7,106,-1.5424,317,0.15878,446,1.10053,206,-0.7722
